fund,company,domain,hq,sector,stage,source_url
Haatch,Brydge AI,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,VerbaFlo,,,Applied AI,Seed EIS,https://haatch.com/portfolio
Haatch,StirLight,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Cluso,,,Product Tools,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Kinvault,,,Fintech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Tacit,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,MAAT,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Prolo,,,Applied AI,Seed EIS,https://haatch.com/portfolio
Haatch,Close Easy,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Jurnii,,,Product Tools,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Instamo,,,Fintech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Duku,,,Future of Work,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Flowstate,,,Sales Enablement,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Haku,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Smile Genius Dental,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Henrie,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,FIOR,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Magentic AI,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Decima2,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Irida,,,Healthtech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Anomer Bio,,,Healthtech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Payr,,,Fintech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Saafehouse,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Vigilant AI,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Supo,,,Future of Work,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Stylus,,,Edtech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Qala,,,Data Infrastructure,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Rowm,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Squad,,,Product Tools,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Felk,,,Data Infrastructure,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Renbee,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Parse,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Jamm Jar,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Inicio AI,,,Fintech,Seed EIS,https://haatch.com/portfolio
Haatch,Demand-Genius,,,Sales Enablement,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Chorus,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Candid,,,Future of Work,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Inntelo,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Orthrus,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Papermill,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Opinly,,,Sales Enablement,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,INNEX,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Airstride,,,Sales Enablement,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Capably,,,Applied AI,Seed EIS,https://haatch.com/portfolio
Haatch,Falkin,,,Fintech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Impact Advantage,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Sojo,,,Retail-tech,Seed EIS,https://haatch.com/portfolio
Haatch,AAZZUR,,,Fintech,Seed EIS,https://haatch.com/portfolio
Haatch,Dataline Labs,,,Data Infrastructure,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,SenseAI,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Sailia,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,ShopAI,,,Data Infrastructure,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Persi,,,Retail-tech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Ploy,,,Media,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Fundin,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Medfin,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,hyperGTM,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Radom,,,Fintech,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,AUDIENCES,,,Media,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Perlon AI,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Veriom,,,Product Tools,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Trigify,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,AiApply,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Flexa,,,Future of Work,Seed EIS,https://haatch.com/portfolio
Haatch,home,,,Vertical SaaS,Retired,https://haatch.com/portfolio
Haatch,Four/Four,,,Future of Work,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Fulfilment.com,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Sorair,,,Applied AI,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Augmtec,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Certchain,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Martee AI,,,Vertical SaaS,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Leafr,,,Future of Work,Pre-seed SEIS,https://haatch.com/portfolio
Haatch,Happl,,,Future of Work,Seed EIS,https://haatch.com/portfolio
Connect Ventures,Dessn,,UK,"AI, Enterprise",Active,https://www.connectventures.co/companies
Connect Ventures,Zellify,,Sweden,Consumer,Active,https://www.connectventures.co/companies
Connect Ventures,Cloud Capital,,UK,FinTech,Active,https://www.connectventures.co/companies
Connect Ventures,Mosaico,,Italy,"Robotics, Deep Tech",Active,https://www.connectventures.co/companies
Connect Ventures,Nexcade,,UK,"AI, Enterprise",Active,https://www.connectventures.co/companies
Connect Ventures,Ewake,,France,"AI, Enterprise",Active,https://www.connectventures.co/companies
Connect Ventures,Cino,,Netherlands,"FinTech, Consumer",Active,https://www.connectventures.co/companies
Connect Ventures,Ogment,,Switzerland,AI,Active,https://www.connectventures.co/companies
Connect Ventures,Tuza,,UK,"FinTech, AI",Active,https://www.connectventures.co/companies
Connect Ventures,Unwritten,,UK,FinTech,Active,https://www.connectventures.co/companies
Connect Ventures,Steep,,Sweden,"AI, Enterprise",Active,https://www.connectventures.co/companies
Connect Ventures,Torg,,Germany,"Vertical Network, AI",Active,https://www.connectventures.co/companies
Connect Ventures,ai-coustics,,Germany,Deep Tech,Active,https://www.connectventures.co/companies
Connect Ventures,Aikido,,Belgium,"AI, Enterprise",Active,https://www.connectventures.co/companies
Connect Ventures,Colossal,,UK,Consumer,Active,https://www.connectventures.co/companies
Connect Ventures,Upstream,,France,"AI, Enterprise",Active,https://www.connectventures.co/companies
Connect Ventures,Trialing,,Spain,Health,Active,https://www.connectventures.co/companies
Connect Ventures,Tably,,UK,Enterprise,Active,https://www.connectventures.co/companies
Connect Ventures,Swallow,,,Pricing operations,Active,https://www.connectventures.co/companies
Connect Ventures,BTRT,,,Product management,Active,https://www.connectventures.co/companies
Connect Ventures,eDRV,,,EV charging API,Active,https://www.connectventures.co/companies
Connect Ventures,FAKS,,,Pharmacy supply network,Active,https://www.connectventures.co/companies
Connect Ventures,Ambient,,,Multiplayer game engine,Active,https://www.connectventures.co/companies
Connect Ventures,Neverless,,,,Active,https://www.connectventures.co/companies
Connect Ventures,Plain,,,,Active,https://www.connectventures.co/companies
Connect Ventures,Hopkins,,,,Active,https://www.connectventures.co/companies
Connect Ventures,Dust,,,AI,Active,https://www.connectventures.co/companies
Connect Ventures,Deepstash,,,,Active,https://www.connectventures.co/companies
Connect Ventures,Accountable,,,,Active,https://www.connectventures.co/companies
Connect Ventures,TrueLayer,,,FinTech,Active,https://www.connectventures.co/companies
7percent Ventures,Cambridge Aerospace,,,"Defence, Aerospace",Angel,https://7pc.vc/portfolio
7percent Ventures,Paddington Robotics,,,"Robotics, AI",Active,https://7pc.vc/portfolio
7percent Ventures,Bea Fertility,,,"Fertility, Femtech",Active,https://7pc.vc/portfolio
7percent Ventures,ZeroTier,,,"Cybersecurity, Communications",Active,https://7pc.vc/portfolio
7percent Ventures,Bio Orbit,,,"Spacetech, Biotech",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Perceptive Space,,,"Spacetech, AI",Active,https://7pc.vc/portfolio
7percent Ventures,Modern Intelligence,,,"Defense, AI/ML",Active,https://7pc.vc/portfolio
7percent Ventures,Tipple,,,"E-commerce, Logistics",Fund 2,https://7pc.vc/portfolio
7percent Ventures,xAI,,,AI/ML,Angel,https://7pc.vc/portfolio
7percent Ventures,Nu Quantum,,,Quantum Computing,Fund 2,https://7pc.vc/portfolio
7percent Ventures,Kaikaku,,,"Food & Beverage, Robotics",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Sesame AI,,,"AI/ML, AR/VR",Angel,https://7pc.vc/portfolio
7percent Ventures,GatlingX,,,"Cybersecurity, Web3, AI/ML",Fund 2,https://7pc.vc/portfolio
7percent Ventures,AllFocal Optics,,,"AR & VR, Hardware, Optics",Fund 2,https://7pc.vc/portfolio
7percent Ventures,OSCP,,,"Photonics, Hardware",Fund 2,https://7pc.vc/portfolio
7percent Ventures,CheMastery,,,"Chemical Industries, Robotics",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Castelion,,,Defense/Dual-Use,Angel,https://7pc.vc/portfolio
7percent Ventures,Think Orbital,,,Spacetech,Fund 2,https://7pc.vc/portfolio
7percent Ventures,Greenjets,,,"Drones, Electric Vehicles",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Space Dots,,,Spacetech,Fund 2,https://7pc.vc/portfolio
7percent Ventures,Smokeless World,,,"Healthcare, Hardware",Fund 2,https://7pc.vc/portfolio
7percent Ventures,AeroVolt,,,"Aviation, Climatetech",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Untap Health,,,"Environment, Sustainability",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Seaflight,,,"Logistics, Aerospace",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Alice Camera,,,"Consumer Electronics, Media",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Atreides,,,"B2B SaaS, AI/ML",Fund 2,https://7pc.vc/portfolio
7percent Ventures,CircuitMind,,,"Engineering, SaaS",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Metavoice,,,"Blockchain, AI/ML",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Remedy Robotics,,,"Robotics, Healthtech",Angel,https://7pc.vc/portfolio
7percent Ventures,Beyond Aero,,,"Hydrogen, Aviation",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Charter Space,,,"Aerospace, B2B SaaS",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Lunasa Space,,,"Aerospace, In-orbit services",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Lowercarbon Capital,,,Climatetech,Angel,https://7pc.vc/portfolio
7percent Ventures,Phoenix Hydrogen,,,Hydrogen trading,Angel,https://7pc.vc/portfolio
7percent Ventures,Simbe Robotics,,,"Robotics, Commerce",Angel,https://7pc.vc/portfolio
7percent Ventures,Ready Player Me,,,"AR/VR, Gaming",Angel,https://7pc.vc/portfolio
7percent Ventures,Quan,,,"Humantech, Enterprise",Angel (Exit),https://7pc.vc/portfolio
7percent Ventures,Luna,,,"Productivity, Consumer",Angel,https://7pc.vc/portfolio
7percent Ventures,Volta,,,"XR, Events",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Alexandria Labs,,,"Web3, Media",Angel,https://7pc.vc/portfolio
7percent Ventures,Bezos.ai,,,"B2B, E-Commerce, Logistics",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Condense Reality,,,"XR, Computer Vision",Fund 2,https://7pc.vc/portfolio
7percent Ventures,HeyMarket,,,"Productivity, Communications",Angel,https://7pc.vc/portfolio
7percent Ventures,Altitude,,,"Web3, Fintech",Angel,https://7pc.vc/portfolio
7percent Ventures,Ahura AI,,,"Edtech, Enterprise",Angel,https://7pc.vc/portfolio
7percent Ventures,Vaire Computing,,,"Hardware, Future Compute",Fund 2,https://7pc.vc/portfolio
7percent Ventures,LGN AI,,,AI & Machine Learning,Fund 2,https://7pc.vc/portfolio
7percent Ventures,Lynkstate,,,"Dev Tools, Communications",Angel,https://7pc.vc/portfolio
7percent Ventures,OrangeWood,,,"Robotics, AI",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Zeno Power,,,Energy,Angel,https://7pc.vc/portfolio
7percent Ventures,Plural,,,"Edtech, Marketplace",Angel,https://7pc.vc/portfolio
7percent Ventures,Volant,,,"Aerospace, Autonomous Vehicles",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Windsor,,,"AI/ML, Media",Angel,https://7pc.vc/portfolio
7percent Ventures,Paired,,,"D2C, App, Dating",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Framework,,,Consumer Electronics,Angel,https://7pc.vc/portfolio
7percent Ventures,Hyper,,,"AR/VR, Retail, Mobile",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Authologic,,,"Cybersecurity, Fintech",Fund 2,https://7pc.vc/portfolio
7percent Ventures,HomeCooks,,,"B2C, Food & Beverage",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Axiom.ai,,,"B2B2C, SaaS, Developer Tools",Fund 2,https://7pc.vc/portfolio
7percent Ventures,Interstellar Lab,,,"Hardware, Spacetech, Agritech",Fund 2,https://7pc.vc/portfolio
Octopus Ventures,HallTech,halltech.ai,,Deep Tech,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Peace.com,peace.com,,Consumer,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Kraken,kraken.tech,,B2B Software,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Zaro,zaro.ai,,B2B Software,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Geosurge,geosurge.ai,,B2B Software,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Movable Voice,movablevoice.com,,B2B Software,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Lean Medical,leanmedical.ai,,Health,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Indices,indices.io,,Deep Tech,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Poindexter Labs,poindexterlabs.net,,Deep Tech,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Compensaite,compensaite.com,,B2B Software,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Gradient Labs,gradient-labs.ai,,Fintech,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Greenpixie,greenpixie.com,,Climate,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Hurree Labs,hurree.co,,B2B Software,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Hijack Bio,hijack.bio,,Bio,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Handshake Solutions,handshake-solutions.com,,B2B Software,Current,https://octopusventures.com/portfolio/
Octopus Ventures,Ossprey,ossprey.com,,B2B Software,Current,https://octopusventures.com/portfolio/
Notion Capital,Acin,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Adbrain,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Adfenix,,Sweden,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Aikido Security,,Belgium,Cybersecurity,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Apperio,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Arqit,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Aslan,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Atmio,,Germany,Deep Tech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Avrios,,Switzerland,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Black Forest Labs,,Germany,Deep Tech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Bound,,UK,Fintech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Brightpearl,,UK,Commerce enablement,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Bryter,,Germany,Development Tools,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Caeli Wind,,Germany,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Claimsforce,,Germany,Insurtech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Cledara,,USA,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Cobee,,Spain,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Cogna,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Currencycloud,,UK,Fintech,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Cyscale,,Romania,Cybersecurity,Invested,https://www.notioncapital.com/portfolio
Notion Capital,DataOps,,UK,Data,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Dealflo,,UK,Fintech,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Demyst,,Australia,Data,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Dex,,UK,Human Capital Management,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Digital Mirror,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Dixa,,Denmark,Customer Management,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Easol,,UK,Commerce enablement,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Element,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Elevaate,,UK,Commerce enablement,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Endra,,Sweden,Development Tools,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Ferovinum,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Fiberplane,,Netherlands,Development Tools,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Figment,,Canada,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,FiveAI,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Flip,,Germany,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Forest,,France,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,FullCircl,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Futrli,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Glofox,,Ireland,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Glow,,UK,AdTech,Exited,https://www.notioncapital.com/portfolio
Notion Capital,GoCardless,,UK,Fintech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,GoodFit,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Griffin,,UK,Fintech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Harbor Lab,,Greece,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Hazy,,UK,Data,Exited,https://www.notioncapital.com/portfolio
Notion Capital,HeyJobs,,Germany,Human Capital Management,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Hokodo,,UK,Fintech,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Idio,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Interactio,,Lithuania,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Isembard,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,KisanHub,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Kraken Technology Group,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,LandVault,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,LegalFly,,Belgium,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Localz,,Australia,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Loop Email,,Slovenia,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,M3ter,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Mews,,Netherlands,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Mojn,,Denmark,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Mya,,USA,Human Capital Management,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Naboo,,France,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Nelly,,Germany,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,NewVoiceMedia,,UK,Customer Management,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Novatiq,,UK,AdTech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,OpenTrade,,UK,Fintech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Origin Benefits,,UK,Human Capital Management,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Orus,,France,Insurtech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Outverse,,UK,Customer Management,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Paddle,,UK,Commerce enablement,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Panaseer,,UK,Cybersecurity,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Pivot,,France,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,ProFinda,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Protex AI,,Ireland,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Quantum Systems,,Germany,Deep Tech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Resistant AI,,Czech Republic,Cybersecurity,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Scoota,,UK,AdTech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Scortex,,France,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Shutl,,UK,Logistics and Mobility,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Smartup,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Stable,,UK,Fintech,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Star,,UK,Cloud Services,Exited,https://www.notioncapital.com/portfolio
Notion Capital,StatusToday,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,TechWolf,,Belgium,Human Capital Management,Invested,https://www.notioncapital.com/portfolio
Notion Capital,TERN,,UK,Human Capital Management,Invested,https://www.notioncapital.com/portfolio
Notion Capital,TestGorilla,,Netherlands,Human Capital Management,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Topia,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Tradeshift,,Denmark,Digital Supply Chain,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Treefera,,UK,Digital Supply Chain,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Triptease,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Trustev,,Ireland,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Umony,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Unbabel,,Portugal,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Upciti,,France,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Upvest,,Germany,Fintech,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Vev,,Netherlands,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Virtualstock,,UK,Digital Supply Chain,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Vizolution,,UK,,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Volo,,UK,Commerce enablement,Exited,https://www.notioncapital.com/portfolio
Notion Capital,Vortexa,,UK,,Invested,https://www.notioncapital.com/portfolio
Notion Capital,Wercker,,UK,Development Tools,Exited,https://www.notioncapital.com/portfolio
Molten Ventures,&Open,andopen.co,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Ably,ably.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Ahauz,ahauz.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Aircall,aircall.io,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Aiven,aiven.io,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Altruistiq,altruistiq.com,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Anima Health,animahealth.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,APEXX Global,apexx.global,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Appear Here,appearhere.co.uk,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Arena Flowers,arenaflowers.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Baselime,baselime.io,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Bea Fertility,beafertility.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,BeZero Carbon,bezerocarbon.com,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Big Health,bighealth.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Binalyze,binalyze.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Breedr,breedr.co,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,causaLens,causalens.com,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,ChangeEngine,changeengine.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Choco,choco.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,ClickMechanic,clickmechanic.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Clue,helloclue.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Clustermarket,clustermarket.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,CoachHub,coachhub.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Concretene,concretene.co.uk,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Countingup,countingup.com,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Crowdcube,crowdcube.com,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Ctrl Alt,ctrl-alt.co,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Currence,currence.ai,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,CurrencyFair,currencyfair.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Deciphex,deciphex.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Dines,dines.co.uk,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Driftrock,driftrock.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Droplet Computing,dropletcomputing.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Duel,duel.tech,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,EmpowerRD,empowerrd.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Evonetix,evonetix.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
